,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
0,4758.0,4965.0,5340.0,5340.0
1,4560.0,4809.0,5241.0,5241.0
2,4673.0,5000.0,5306.0,5306.0
3,4520.0,4835.0,5225.0,5225.0
4,4652.0,4949.0,5288.0,5288.0
5,4594.0,4915.0,5257.0,5257.0
6,4722.0,4965.0,5322.0,5322.0
7,4745.0,4994.0,5333.0,5333.0
8,4562.0,4796.0,5240.0,5240.0
9,4558.0,4867.0,5236.0,5236.0
10,4707.0,4938.0,5298.0,5298.0
11,4782.0,5007.0,5343.0,5343.0
12,4604.0,4889.0,5252.0,5252.0
13,4860.0,5067.0,5397.0,5397.0
14,4761.0,4992.0,5337.0,5337.0
15,4725.0,4941.0,5316.0,5316.0
16,4793.0,5009.0,5354.0,5354.0
17,4724.0,4976.0,5324.0,5324.0
18,4480.0,4810.0,4996.0,4996.0
19,4632.0,4881.0,5274.0,5274.0
20,4531.0,4774.0,5014.0,5014.0
21,4637.0,4877.0,5279.0,5279.0
22,4601.0,4859.0,5267.0,5267.0
23,4796.0,5036.0,5354.0,5354.0
24,4687.0,4969.0,5308.0,5308.0
25,4560.0,4833.0,5238.0,5238.0
26,4446.0,4767.0,5190.0,5190.0
27,4467.0,4761.0,5202.0,5202.0
28,4409.0,4694.0,4949.0,4949.0
29,4809.0,5043.0,5361.0,5361.0
30,4550.0,4832.0,5240.0,5240.0
31,4638.0,4917.0,5286.0,5286.0
32,4722.0,4953.0,5325.0,5325.0
33,4432.0,4777.0,5182.0,5182.0
34,4540.0,4825.0,5224.0,5224.0
35,4693.0,4972.0,5308.0,5308.0
36,4396.0,4759.0,4951.0,4951.0
37,4582.0,4858.0,5248.0,5248.0
38,4564.0,4840.0,5239.0,5239.0
39,4596.0,4866.0,5265.0,5265.0
40,4627.0,4909.0,5281.0,5281.0
41,4579.0,4855.0,5254.0,5254.0
42,4586.0,4871.0,5252.0,5252.0
43,4622.0,4895.0,5273.0,5273.0
44,4543.0,4810.0,5017.0,5017.0
45,4507.0,4849.0,5215.0,5215.0
46,4663.0,4933.0,5290.0,5290.0
47,4648.0,4921.0,5284.0,5284.0
48,4643.0,4922.0,5279.0,5279.0
49,4788.0,5001.0,5349.0,5349.0
50,4654.0,4879.0,5278.0,5278.0
51,4475.0,4793.0,5204.0,5204.0
52,4581.0,4896.0,5256.0,5256.0
53,4632.0,4881.0,5277.0,5277.0
54,4526.0,4832.0,5228.0,5228.0
55,4722.0,4908.0,5319.0,5319.0
56,4502.0,4832.0,5210.0,5210.0
57,4779.0,5022.0,5346.0,5346.0
58,4462.0,4786.0,4978.0,4978.0
59,4751.0,5006.0,5333.0,5333.0
60,4559.0,4886.0,5240.0,5240.0
61,4633.0,4879.0,5275.0,5275.0
62,4694.0,4937.0,5300.0,5300.0
63,4736.0,4961.0,5327.0,5327.0
64,4583.0,4868.0,5243.0,5243.0
65,4447.0,4795.0,5191.0,5191.0
66,4778.0,5003.0,5345.0,5345.0
67,4691.0,4913.0,5297.0,5297.0
68,4541.0,4802.0,5018.0,5018.0
69,4548.0,4848.0,5235.0,5235.0
70,4461.0,4767.0,4965.0,4965.0
71,4576.0,4831.0,5029.0,5029.0
72,4680.0,4947.0,5304.0,5304.0
73,4705.0,4957.0,5314.0,5314.0
74,4521.0,4767.0,5004.0,5004.0
75,4790.0,5048.0,5360.0,5360.0
76,4643.0,4895.0,5279.0,5279.0
77,4487.0,4811.0,5210.0,5210.0
78,4649.0,4937.0,5282.0,5282.0
79,4602.0,4893.0,5265.0,5265.0
80,4464.0,4824.0,5205.0,5205.0
81,4436.0,4709.0,4967.0,4967.0
82,4488.0,4827.0,5214.0,5214.0
83,4641.0,4917.0,5280.0,5280.0
84,4527.0,4827.0,5220.0,5220.0
85,4690.0,4951.0,5308.0,5308.0
86,4487.0,4796.0,5213.0,5213.0
87,4708.0,4978.0,5311.0,5311.0
88,4689.0,4971.0,5310.0,5310.0
89,4654.0,4945.0,5287.0,5287.0
90,4755.0,5043.0,5343.0,5343.0
91,4420.0,4768.0,4963.0,4963.0
92,4623.0,4884.0,5271.0,5271.0
93,4680.0,4941.0,5295.0,5295.0
94,4591.0,4849.0,5257.0,5257.0
95,4685.0,4967.0,5300.0,5300.0
96,4881.0,5100.0,5403.0,5403.0
97,4569.0,4899.0,5259.0,5259.0
98,4538.0,4781.0,5222.0,5222.0
99,4768.0,5002.0,5338.0,5338.0
100,4619.76,4893.42,5244.81,5244.81
