,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
0,3292.0,3463.0,3643.0,3643.0
1,3208.0,3433.0,3604.0,3604.0
2,3368.0,3506.0,3680.0,3680.0
3,3282.0,3450.0,3645.0,3645.0
4,3188.0,3392.0,3593.0,3593.0
5,3241.0,3430.0,3610.0,3610.0
6,3134.0,3386.0,3557.0,3557.0
7,3262.0,3511.0,3643.0,3643.0
8,3228.0,3411.0,3612.0,3612.0
9,3157.0,3364.0,3565.0,3565.0
10,3187.0,3427.0,3601.0,3601.0
11,3216.0,3435.0,3618.0,3618.0
12,3145.0,3370.0,3562.0,3562.0
13,3153.0,3387.0,3573.0,3573.0
14,3058.0,3352.0,3532.0,3532.0
15,3389.0,3530.0,3695.0,3695.0
16,3234.0,3465.0,3624.0,3624.0
17,3254.0,3434.0,3620.0,3620.0
18,3352.0,3526.0,3679.0,3679.0
19,3170.0,3401.0,3584.0,3584.0
20,3316.0,3478.0,3658.0,3658.0
21,3275.0,3461.0,3635.0,3635.0
22,3189.0,3405.0,3585.0,3585.0
23,3119.0,3338.0,3554.0,3554.0
24,3176.0,3389.0,3581.0,3581.0
25,3276.0,3459.0,3639.0,3639.0
26,3203.0,3374.0,3593.0,3593.0
27,3300.0,3462.0,3645.0,3645.0
28,3281.0,3428.0,3632.0,3632.0
29,3147.0,3405.0,3573.0,3573.0
30,3261.0,3462.0,3630.0,3630.0
31,3347.0,3503.0,3671.0,3671.0
32,3213.0,3444.0,3606.0,3606.0
33,3269.0,3443.0,3635.0,3635.0
34,3254.0,3437.0,3629.0,3629.0
35,3173.0,3380.0,3581.0,3581.0
36,3195.0,3399.0,3603.0,3603.0
37,3377.0,3536.0,3689.0,3689.0
38,3273.0,3417.0,3630.0,3630.0
39,3236.0,3428.0,3620.0,3620.0
40,3249.0,3441.0,3630.0,3630.0
41,3289.0,3448.0,3634.0,3634.0
42,3187.0,3397.0,3592.0,3592.0
43,3352.0,3499.0,3661.0,3661.0
44,3264.0,3459.0,3633.0,3633.0
45,3317.0,3470.0,3656.0,3656.0
46,3199.0,3421.0,3607.0,3607.0
47,3328.0,3502.0,3664.0,3664.0
48,3210.0,3417.0,3606.0,3606.0
49,3240.0,3423.0,3621.0,3621.0
50,3331.0,3499.0,3655.0,3655.0
51,3322.0,3484.0,3658.0,3658.0
52,3174.0,3408.0,3582.0,3582.0
53,3349.0,3469.0,3661.0,3661.0
54,3229.0,3457.0,3610.0,3610.0
55,3271.0,3430.0,3628.0,3628.0
56,3202.0,3409.0,3604.0,3604.0
57,3236.0,3455.0,3617.0,3617.0
58,3269.0,3461.0,3644.0,3644.0
59,3359.0,3515.0,3683.0,3683.0
60,3385.0,3520.0,3694.0,3694.0
61,3215.0,3383.0,3596.0,3596.0
62,3285.0,3462.0,3636.0,3636.0
63,3253.0,3454.0,3628.0,3628.0
64,3340.0,3484.0,3670.0,3670.0
65,3226.0,3433.0,3607.0,3607.0
66,3241.0,3421.0,3619.0,3619.0
67,3321.0,3501.0,3660.0,3660.0
68,3342.0,3525.0,3675.0,3675.0
69,3277.0,3460.0,3649.0,3649.0
70,3153.0,3366.0,3570.0,3570.0
71,3165.0,3432.0,3588.0,3588.0
72,3069.0,3321.0,3534.0,3534.0
73,3316.0,3481.0,3652.0,3652.0
74,3045.0,3321.0,3513.0,3513.0
75,3329.0,3479.0,3662.0,3662.0
76,3230.0,3404.0,3608.0,3608.0
77,3204.0,3372.0,3597.0,3597.0
78,3164.0,3404.0,3584.0,3584.0
79,3238.0,3451.0,3622.0,3622.0
80,3232.0,3454.0,3616.0,3616.0
81,3327.0,3465.0,3639.0,3639.0
82,3207.0,3414.0,3600.0,3600.0
83,3160.0,3403.0,3571.0,3571.0
84,3337.0,3490.0,3670.0,3670.0
85,3265.0,3463.0,3628.0,3628.0
86,3268.0,3451.0,3631.0,3631.0
87,3137.0,3359.0,3563.0,3563.0
88,3280.0,3463.0,3637.0,3637.0
89,3279.0,3423.0,3630.0,3630.0
90,3387.0,3519.0,3693.0,3693.0
91,3220.0,3382.0,3610.0,3610.0
92,3136.0,3337.0,3565.0,3565.0
93,3300.0,3468.0,3651.0,3651.0
94,3098.0,3305.0,3551.0,3551.0
95,3286.0,3475.0,3646.0,3646.0
96,3213.0,3411.0,3606.0,3606.0
97,3283.0,3520.0,3649.0,3649.0
98,3150.0,3384.0,3579.0,3579.0
99,3431.0,3551.0,3716.0,3716.0
100,3245.69,3437.96,3620.9,3620.9
