,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
0,1519.0,1591.0,1714.0,1714.0
1,1551.0,1632.0,1734.0,1734.0
2,1624.0,1702.0,1771.0,1771.0
3,1546.0,1645.0,1735.0,1735.0
4,1480.0,1561.0,1690.0,1690.0
5,1587.0,1659.0,1749.0,1749.0
6,1575.0,1677.0,1749.0,1749.0
7,1626.0,1683.0,1779.0,1779.0
8,1561.0,1663.0,1741.0,1741.0
9,1556.0,1640.0,1736.0,1736.0
10,1557.0,1647.0,1737.0,1737.0
11,1438.0,1534.0,1675.0,1675.0
12,1554.0,1644.0,1737.0,1737.0
13,1466.0,1568.0,1694.0,1694.0
14,1607.0,1679.0,1769.0,1769.0
15,1580.0,1685.0,1748.0,1748.0
16,1438.0,1585.0,1678.0,1678.0
17,1569.0,1662.0,1749.0,1749.0
18,1647.0,1701.0,1785.0,1785.0
19,1534.0,1627.0,1726.0,1726.0
20,1501.0,1624.0,1714.0,1714.0
21,1555.0,1666.0,1744.0,1744.0
22,1627.0,1693.0,1774.0,1774.0
23,1656.0,1719.0,1788.0,1788.0
24,1599.0,1674.0,1755.0,1755.0
25,1632.0,1710.0,1779.0,1779.0
26,1571.0,1658.0,1742.0,1742.0
27,1553.0,1637.0,1733.0,1733.0
28,1504.0,1570.0,1702.0,1702.0
29,1499.0,1622.0,1715.0,1715.0
30,1567.0,1651.0,1744.0,1744.0
31,1519.0,1588.0,1717.0,1717.0
32,1490.0,1613.0,1706.0,1706.0
33,1590.0,1647.0,1749.0,1749.0
34,1506.0,1602.0,1710.0,1710.0
35,1475.0,1613.0,1694.0,1694.0
36,1505.0,1613.0,1712.0,1712.0
37,1509.0,1623.0,1713.0,1713.0
38,1469.0,1589.0,1691.0,1691.0
39,1561.0,1645.0,1738.0,1738.0
40,1627.0,1702.0,1774.0,1774.0
41,1516.0,1609.0,1714.0,1714.0
42,1651.0,1708.0,1777.0,1777.0
43,1602.0,1665.0,1761.0,1761.0
44,1529.0,1595.0,1724.0,1724.0
45,1582.0,1684.0,1750.0,1750.0
46,1551.0,1620.0,1731.0,1731.0
47,1641.0,1710.0,1776.0,1776.0
48,1508.0,1574.0,1709.0,1709.0
49,1698.0,1734.0,1812.0,1812.0
50,1596.0,1692.0,1761.0,1761.0
51,1536.0,1644.0,1725.0,1725.0
52,1562.0,1643.0,1739.0,1739.0
53,1523.0,1637.0,1715.0,1715.0
54,1605.0,1680.0,1761.0,1761.0
55,1551.0,1623.0,1734.0,1734.0
56,1523.0,1631.0,1718.0,1718.0
57,1505.0,1592.0,1709.0,1709.0
58,1581.0,1686.0,1755.0,1755.0
59,1631.0,1715.0,1781.0,1781.0
60,1521.0,1614.0,1725.0,1725.0
61,1630.0,1681.0,1777.0,1777.0
62,1554.0,1671.0,1737.0,1737.0
63,1519.0,1642.0,1720.0,1720.0
64,1594.0,1648.0,1756.0,1756.0
65,1439.0,1580.0,1676.0,1676.0
66,1525.0,1642.0,1723.0,1723.0
67,1443.0,1548.0,1677.0,1677.0
68,1558.0,1642.0,1735.0,1735.0
69,1577.0,1667.0,1754.0,1754.0
70,1588.0,1681.0,1756.0,1756.0
71,1483.0,1609.0,1699.0,1699.0
72,1568.0,1664.0,1742.0,1742.0
73,1565.0,1631.0,1739.0,1739.0
74,1517.0,1628.0,1721.0,1721.0
75,1541.0,1604.0,1730.0,1730.0
76,1665.0,1713.0,1800.0,1800.0
77,1509.0,1632.0,1713.0,1713.0
78,1567.0,1663.0,1741.0,1741.0
79,1616.0,1697.0,1766.0,1766.0
80,1654.0,1720.0,1789.0,1789.0
81,1555.0,1642.0,1738.0,1738.0
82,1615.0,1690.0,1768.0,1768.0
83,1572.0,1686.0,1749.0,1749.0
84,1583.0,1676.0,1757.0,1757.0
85,1589.0,1658.0,1748.0,1748.0
86,1533.0,1644.0,1731.0,1731.0
87,1564.0,1672.0,1741.0,1741.0
88,1604.0,1673.0,1763.0,1763.0
89,1561.0,1681.0,1750.0,1750.0
90,1548.0,1638.0,1740.0,1740.0
91,1649.0,1703.0,1784.0,1784.0
92,1551.0,1647.0,1737.0,1737.0
93,1558.0,1669.0,1738.0,1738.0
94,1486.0,1588.0,1705.0,1705.0
95,1575.0,1641.0,1746.0,1746.0
96,1570.0,1657.0,1750.0,1750.0
97,1565.0,1676.0,1745.0,1745.0
98,1517.0,1574.0,1724.0,1724.0
99,1549.0,1624.0,1726.0,1726.0
100,1557.98,1647.02,1738.58,1738.58
