,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
0,2557.0,2728.0,2890.0,2890.0
1,2464.0,2665.0,2851.0,2851.0
2,2577.0,2730.0,2910.0,2910.0
3,2500.0,2677.0,2872.0,2872.0
4,2629.0,2770.0,2932.0,2932.0
5,2581.0,2752.0,2917.0,2917.0
6,2658.0,2772.0,2937.0,2937.0
7,2560.0,2731.0,2899.0,2899.0
8,2552.0,2723.0,2894.0,2894.0
9,2511.0,2655.0,2871.0,2871.0
10,2707.0,2797.0,2965.0,2965.0
11,2634.0,2775.0,2934.0,2934.0
12,2536.0,2716.0,2893.0,2893.0
13,2485.0,2671.0,2863.0,2863.0
14,2659.0,2770.0,2953.0,2953.0
15,2729.0,2825.0,2975.0,2975.0
16,2676.0,2787.0,2955.0,2955.0
17,2617.0,2767.0,2932.0,2932.0
18,2591.0,2720.0,2912.0,2912.0
19,2585.0,2702.0,2912.0,2912.0
20,2502.0,2661.0,2871.0,2871.0
21,2625.0,2745.0,2931.0,2931.0
22,2603.0,2726.0,2915.0,2915.0
23,2548.0,2725.0,2896.0,2896.0
24,2538.0,2697.0,2886.0,2886.0
25,2509.0,2716.0,2872.0,2872.0
26,2567.0,2726.0,2900.0,2900.0
27,2536.0,2719.0,2890.0,2890.0
28,2569.0,2725.0,2899.0,2899.0
29,2606.0,2765.0,2924.0,2924.0
30,2539.0,2701.0,2884.0,2884.0
31,2417.0,2588.0,2825.0,2825.0
32,2573.0,2741.0,2909.0,2909.0
33,2622.0,2748.0,2931.0,2931.0
34,2520.0,2679.0,2874.0,2874.0
35,2555.0,2693.0,2894.0,2894.0
36,2639.0,2780.0,2936.0,2936.0
37,2468.0,2621.0,2729.0,2729.0
38,2590.0,2716.0,2908.0,2908.0
39,2427.0,2601.0,2829.0,2829.0
40,2555.0,2699.0,2894.0,2894.0
41,2582.0,2753.0,2912.0,2912.0
42,2638.0,2770.0,2935.0,2935.0
43,2496.0,2667.0,2865.0,2865.0
44,2491.0,2629.0,2860.0,2860.0
45,2491.0,2677.0,2869.0,2869.0
46,2531.0,2684.0,2882.0,2882.0
47,2556.0,2712.0,2895.0,2895.0
48,2650.0,2779.0,2938.0,2938.0
49,2522.0,2681.0,2873.0,2873.0
50,2505.0,2655.0,2868.0,2868.0
51,2631.0,2760.0,2937.0,2937.0
52,2497.0,2677.0,2860.0,2860.0
53,2559.0,2718.0,2901.0,2901.0
54,2545.0,2653.0,2887.0,2887.0
55,2541.0,2694.0,2889.0,2889.0
56,2665.0,2794.0,2950.0,2950.0
57,2630.0,2762.0,2927.0,2927.0
58,2661.0,2784.0,2952.0,2952.0
59,2549.0,2708.0,2897.0,2897.0
60,2577.0,2709.0,2907.0,2907.0
61,2671.0,2785.0,2953.0,2953.0
62,2678.0,2795.0,2963.0,2963.0
63,2558.0,2708.0,2897.0,2897.0
64,2421.0,2610.0,2832.0,2832.0
65,2553.0,2706.0,2892.0,2892.0
66,2654.0,2798.0,2951.0,2951.0
67,2550.0,2712.0,2889.0,2889.0
68,2480.0,2645.0,2852.0,2852.0
69,2494.0,2683.0,2857.0,2857.0
70,2577.0,2736.0,2907.0,2907.0
71,2673.0,2820.0,2958.0,2958.0
72,2680.0,2812.0,2953.0,2953.0
73,2681.0,2816.0,2960.0,2960.0
74,2650.0,2755.0,2938.0,2938.0
75,2590.0,2722.0,2917.0,2917.0
76,2524.0,2692.0,2875.0,2875.0
77,2527.0,2701.0,2881.0,2881.0
78,2535.0,2697.0,2883.0,2883.0
79,2502.0,2700.0,2868.0,2868.0
80,2667.0,2769.0,2943.0,2943.0
81,2533.0,2704.0,2887.0,2887.0
82,2582.0,2711.0,2906.0,2906.0
83,2644.0,2764.0,2941.0,2941.0
84,2539.0,2698.0,2887.0,2887.0
85,2620.0,2770.0,2926.0,2926.0
86,2529.0,2688.0,2886.0,2886.0
87,2513.0,2666.0,2879.0,2879.0
88,2494.0,2671.0,2857.0,2857.0
89,2477.0,2633.0,2849.0,2849.0
90,2524.0,2692.0,2884.0,2884.0
91,2614.0,2764.0,2923.0,2923.0
92,2622.0,2733.0,2925.0,2925.0
93,2452.0,2647.0,2839.0,2839.0
94,2635.0,2725.0,2926.0,2926.0
95,2646.0,2730.0,2937.0,2937.0
96,2438.0,2639.0,2837.0,2837.0
97,2557.0,2707.0,2893.0,2893.0
98,2571.0,2730.0,2910.0,2910.0
99,2448.0,2640.0,2850.0,2850.0
100,2567.36,2717.45,2899.79,2899.79
