,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
0,2241.0,2385.0,2589.0,2589.0
1,2201.0,2393.0,2576.0,2576.0
2,2346.0,2481.0,2643.0,2643.0
3,2260.0,2407.0,2599.0,2599.0
4,2326.0,2494.0,2632.0,2632.0
5,2294.0,2444.0,2612.0,2612.0
6,2408.0,2531.0,2675.0,2675.0
7,2080.0,2305.0,2509.0,2509.0
8,2167.0,2368.0,2551.0,2551.0
9,2304.0,2457.0,2625.0,2625.0
10,2352.0,2457.0,2643.0,2643.0
11,2104.0,2317.0,2521.0,2521.0
12,2345.0,2468.0,2630.0,2630.0
13,2204.0,2345.0,2567.0,2567.0
14,2317.0,2416.0,2617.0,2617.0
15,2315.0,2420.0,2624.0,2624.0
16,2312.0,2465.0,2621.0,2621.0
17,2316.0,2457.0,2625.0,2625.0
18,2390.0,2519.0,2666.0,2666.0
19,2233.0,2440.0,2587.0,2587.0
20,2316.0,2433.0,2622.0,2622.0
21,2304.0,2466.0,2622.0,2622.0
22,2206.0,2359.0,2572.0,2572.0
23,2344.0,2443.0,2638.0,2638.0
24,2242.0,2413.0,2584.0,2584.0
25,2382.0,2466.0,2652.0,2652.0
26,2367.0,2496.0,2652.0,2652.0
27,2385.0,2484.0,2655.0,2655.0
28,2216.0,2417.0,2576.0,2576.0
29,2221.0,2386.0,2575.0,2575.0
30,2348.0,2459.0,2633.0,2633.0
31,2318.0,2471.0,2633.0,2633.0
32,2175.0,2286.0,2553.0,2553.0
33,2283.0,2403.0,2613.0,2613.0
34,2234.0,2348.0,2585.0,2585.0
35,2311.0,2461.0,2623.0,2623.0
36,2300.0,2441.0,2624.0,2624.0
37,2354.0,2483.0,2642.0,2642.0
38,2235.0,2391.0,2580.0,2580.0
39,2281.0,2422.0,2602.0,2602.0
40,2347.0,2497.0,2644.0,2644.0
41,2246.0,2423.0,2588.0,2588.0
42,2179.0,2374.0,2554.0,2554.0
43,2185.0,2353.0,2557.0,2557.0
44,2323.0,2425.0,2623.0,2623.0
45,2263.0,2434.0,2608.0,2608.0
46,2303.0,2450.0,2624.0,2624.0
47,2242.0,2422.0,2587.0,2587.0
48,2396.0,2471.0,2666.0,2666.0
49,2330.0,2462.0,2630.0,2630.0
50,2274.0,2445.0,2604.0,2604.0
51,2355.0,2493.0,2646.0,2646.0
52,2353.0,2476.0,2644.0,2644.0
53,2385.0,2505.0,2658.0,2658.0
54,2437.0,2566.0,2689.0,2689.0
55,2291.0,2462.0,2615.0,2615.0
56,2229.0,2397.0,2583.0,2583.0
57,2232.0,2406.0,2586.0,2586.0
58,2283.0,2379.0,2604.0,2604.0
59,2302.0,2443.0,2614.0,2614.0
60,2276.0,2420.0,2603.0,2603.0
61,2226.0,2424.0,2580.0,2580.0
62,2365.0,2503.0,2653.0,2653.0
63,2237.0,2390.0,2582.0,2582.0
64,2115.0,2310.0,2526.0,2526.0
65,2245.0,2458.0,2602.0,2602.0
66,2317.0,2467.0,2629.0,2629.0
67,2374.0,2494.0,2656.0,2656.0
68,2378.0,2477.0,2654.0,2654.0
69,2300.0,2405.0,2618.0,2618.0
70,2237.0,2390.0,2588.0,2588.0
71,2137.0,2374.0,2539.0,2539.0
72,2237.0,2438.0,2588.0,2588.0
73,2373.0,2487.0,2649.0,2649.0
74,2259.0,2421.0,2595.0,2595.0
75,2280.0,2388.0,2604.0,2604.0
76,2286.0,2454.0,2613.0,2613.0
77,2189.0,2390.0,2561.0,2561.0
78,2313.0,2424.0,2616.0,2616.0
79,2274.0,2415.0,2610.0,2610.0
80,2262.0,2355.0,2598.0,2598.0
81,2209.0,2374.0,2569.0,2569.0
82,2259.0,2364.0,2595.0,2595.0
83,2379.0,2490.0,2658.0,2658.0
84,2305.0,2434.0,2611.0,2611.0
85,2340.0,2439.0,2637.0,2637.0
86,2374.0,2485.0,2653.0,2653.0
87,2194.0,2383.0,2569.0,2569.0
88,2323.0,2479.0,2632.0,2632.0
89,2197.0,2404.0,2566.0,2566.0
90,2203.0,2383.0,2575.0,2575.0
91,2235.0,2403.0,2589.0,2589.0
92,2280.0,2421.0,2613.0,2613.0
93,2368.0,2509.0,2656.0,2656.0
94,2144.0,2300.0,2534.0,2534.0
95,2262.0,2403.0,2601.0,2601.0
96,2271.0,2418.0,2601.0,2601.0
97,2263.0,2401.0,2596.0,2596.0
98,2375.0,2489.0,2660.0,2660.0
99,2182.0,2305.0,2428.0,2428.0
100,2281.35,2427.48,2606.79,2606.79
