,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
0,5096.0,5396.0,5723.0,5723.0
1,5011.0,5341.0,5674.0,5674.0
2,5022.0,5331.0,5676.0,5676.0
3,4852.0,5182.0,5587.0,5587.0
4,5030.0,5288.0,5684.0,5684.0
5,5004.0,5301.0,5670.0,5670.0
6,5108.0,5363.0,5726.0,5726.0
7,4919.0,5294.0,5642.0,5642.0
8,4995.0,5268.0,5664.0,5664.0
9,5148.0,5379.0,5733.0,5733.0
10,5098.0,5365.0,5713.0,5713.0
11,4918.0,5272.0,5629.0,5629.0
12,5011.0,5272.0,5662.0,5662.0
13,4917.0,5253.0,5625.0,5625.0
14,4992.0,5265.0,5658.0,5658.0
15,4864.0,5158.0,5590.0,5590.0
16,4944.0,5244.0,5643.0,5643.0
17,4833.0,5166.0,5583.0,5583.0
18,5017.0,5275.0,5668.0,5668.0
19,4773.0,5130.0,5550.0,5550.0
20,5140.0,5443.0,5746.0,5746.0
21,5059.0,5326.0,5704.0,5704.0
22,5111.0,5399.0,5723.0,5723.0
23,4925.0,5228.0,5627.0,5627.0
24,5186.0,5441.0,5750.0,5750.0
25,4941.0,5214.0,5634.0,5634.0
26,5008.0,5293.0,5680.0,5680.0
27,5021.0,5297.0,5672.0,5672.0
28,5066.0,5285.0,5684.0,5684.0
29,5039.0,5333.0,5696.0,5696.0
30,4922.0,5258.0,5633.0,5633.0
31,5079.0,5361.0,5706.0,5706.0
32,4911.0,5262.0,5622.0,5622.0
33,5095.0,5386.0,5716.0,5716.0
34,5192.0,5453.0,5762.0,5762.0
35,5027.0,5276.0,5675.0,5675.0
36,4986.0,5274.0,5661.0,5661.0
37,5118.0,5367.0,5730.0,5730.0
38,4954.0,5248.0,5641.0,5641.0
39,5199.0,5478.0,5772.0,5772.0
40,4971.0,5286.0,5649.0,5649.0
41,4813.0,5200.0,5587.0,5587.0
42,4911.0,5286.0,5622.0,5622.0
43,4863.0,5193.0,5598.0,5598.0
44,5265.0,5454.0,5793.0,5793.0
45,5000.0,5294.0,5666.0,5666.0
46,4935.0,5280.0,5637.0,5637.0
47,5098.0,5377.0,5722.0,5722.0
48,4964.0,5255.0,5654.0,5654.0
49,4989.0,5286.0,5661.0,5661.0
50,4995.0,5274.0,5655.0,5655.0
51,4982.0,5258.0,5657.0,5657.0
52,5149.0,5443.0,5740.0,5740.0
53,4856.0,5222.0,5597.0,5597.0
54,4929.0,5301.0,5634.0,5634.0
55,4784.0,5141.0,5555.0,5555.0
56,5245.0,5485.0,5785.0,5785.0
57,4858.0,5164.0,5593.0,5593.0
58,4937.0,5264.0,5645.0,5645.0
59,5149.0,5413.0,5752.0,5752.0
60,4975.0,5260.0,5644.0,5644.0
61,5071.0,5359.0,5698.0,5698.0
62,4912.0,5188.0,5617.0,5617.0
63,5077.0,5320.0,5698.0,5698.0
64,5015.0,5276.0,5669.0,5669.0
65,4867.0,5179.0,5596.0,5596.0
66,5003.0,5288.0,5672.0,5672.0
67,4946.0,5249.0,5627.0,5627.0
68,5014.0,5314.0,5683.0,5683.0
69,4981.0,5245.0,5656.0,5656.0
70,5014.0,5284.0,5677.0,5677.0
71,4982.0,5303.0,5666.0,5666.0
72,5028.0,5370.0,5691.0,5691.0
73,4975.0,5260.0,5659.0,5659.0
74,5000.0,5234.0,5669.0,5669.0
75,4892.0,5249.0,5621.0,5621.0
76,5044.0,5296.0,5683.0,5683.0
77,4901.0,5216.0,5618.0,5618.0
78,5063.0,5315.0,5696.0,5696.0
79,4986.0,5298.0,5670.0,5670.0
80,5054.0,5348.0,5690.0,5690.0
81,5073.0,5358.0,5709.0,5709.0
82,5216.0,5405.0,5762.0,5762.0
83,4905.0,5232.0,5619.0,5619.0
84,4946.0,5228.0,5651.0,5651.0
85,4998.0,5319.0,5658.0,5658.0
86,4944.0,5268.0,5634.0,5634.0
87,5110.0,5425.0,5725.0,5725.0
88,4710.0,5142.0,5526.0,5526.0
89,5011.0,5347.0,5680.0,5680.0
90,4837.0,5212.0,5593.0,5593.0
91,4978.0,5287.0,5650.0,5650.0
92,4854.0,5160.0,5586.0,5586.0
93,4956.0,5259.0,5652.0,5652.0
94,5132.0,5378.0,5723.0,5723.0
95,4982.0,5309.0,5666.0,5666.0
96,4996.0,5263.0,5659.0,5659.0
97,4928.0,5249.0,5633.0,5633.0
98,5052.0,5349.0,5697.0,5697.0
99,5053.0,5344.0,5692.0,5692.0
100,4997.05,5294.26,5665.51,5665.51
