,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixedArith
0,6680.0,7064.0,7484.0,7484.0
1,6825.0,7200.0,7557.0,7557.0
2,6451.0,6892.0,7354.0,7354.0
3,6730.0,7126.0,7516.0,7516.0
4,6700.0,7147.0,7504.0,7504.0
5,6805.0,7180.0,7546.0,7546.0
6,6724.0,7153.0,7510.0,7510.0
7,6796.0,7156.0,7546.0,7546.0
8,6717.0,7125.0,7509.0,7509.0
9,6622.0,7105.0,7471.0,7471.0
10,6732.0,7167.0,7518.0,7518.0
11,6835.0,7210.0,7579.0,7579.0
12,6809.0,7142.0,7556.0,7556.0
13,6834.0,7167.0,7578.0,7578.0
14,6580.0,7009.0,7432.0,7432.0
15,6545.0,7019.0,7433.0,7433.0
16,6841.0,7219.0,7570.0,7570.0
17,6781.0,7201.0,7540.0,7540.0
18,6930.0,7260.0,7632.0,7632.0
19,6707.0,7157.0,7517.0,7517.0
20,6605.0,7079.0,7463.0,7463.0
21,6733.0,7144.0,7513.0,7513.0
22,6861.0,7251.0,7569.0,7569.0
23,6734.0,7145.0,7517.0,7517.0
24,6706.0,7105.0,7498.0,7498.0
25,6562.0,6994.0,7426.0,7426.0
26,6759.0,7083.0,7518.0,7518.0
27,6775.0,7165.0,7543.0,7543.0
28,6790.0,7219.0,7555.0,7555.0
29,6463.0,6976.0,7393.0,7393.0
30,6672.0,7077.0,7488.0,7488.0
31,6735.0,7131.0,7521.0,7521.0
32,6621.0,7026.0,7467.0,7467.0
33,6890.0,7229.0,7595.0,7595.0
34,6603.0,7101.0,7461.0,7461.0
35,6577.0,7066.0,7447.0,7447.0
36,6762.0,7212.0,7539.0,7539.0
37,6904.0,7216.0,7603.0,7603.0
38,6822.0,7200.0,7578.0,7578.0
39,6845.0,7244.0,7574.0,7574.0
40,6944.0,7307.0,7628.0,7628.0
41,6838.0,7180.0,7579.0,7579.0
42,6735.0,7122.0,7509.0,7509.0
43,6798.0,7158.0,7557.0,7557.0
44,6650.0,7037.0,7478.0,7478.0
45,6720.0,7134.0,7509.0,7509.0
46,6792.0,7170.0,7560.0,7560.0
47,6694.0,7063.0,7504.0,7504.0
48,6870.0,7272.0,7590.0,7590.0
49,6637.0,7090.0,7477.0,7477.0
50,6762.0,7206.0,7539.0,7539.0
51,6797.0,7157.0,7544.0,7544.0
52,6814.0,7216.0,7564.0,7564.0
53,6963.0,7356.0,7641.0,7641.0
54,6763.0,7120.0,7528.0,7528.0
55,6781.0,7186.0,7537.0,7537.0
56,6882.0,7239.0,7593.0,7593.0
57,6975.0,7293.0,7638.0,7638.0
58,6812.0,7208.0,7565.0,7565.0
59,6736.0,7117.0,7507.0,7507.0
60,6847.0,7279.0,7582.0,7582.0
61,6793.0,7159.0,7540.0,7540.0
62,6888.0,7245.0,7590.0,7590.0
63,6686.0,7049.0,7496.0,7496.0
64,6876.0,7275.0,7587.0,7587.0
65,6551.0,7019.0,7436.0,7436.0
66,6619.0,7048.0,7456.0,7456.0
67,6907.0,7300.0,7615.0,7615.0
68,6769.0,7162.0,7534.0,7534.0
69,6826.0,7207.0,7573.0,7573.0
70,6628.0,7066.0,7480.0,7480.0
71,6434.0,6941.0,7367.0,7367.0
72,6715.0,7165.0,7513.0,7513.0
73,6730.0,7102.0,7522.0,7522.0
74,6615.0,7077.0,7464.0,7464.0
75,6886.0,7240.0,7603.0,7603.0
76,6717.0,7161.0,7509.0,7509.0
77,6754.0,7207.0,7534.0,7534.0
78,6972.0,7329.0,7641.0,7641.0
79,6506.0,6974.0,7406.0,7406.0
80,6865.0,7231.0,7579.0,7579.0
81,6696.0,7131.0,7497.0,7497.0
82,6924.0,7245.0,7620.0,7620.0
83,6697.0,7138.0,7501.0,7501.0
84,6751.0,7219.0,7531.0,7531.0
85,6785.0,7190.0,7547.0,7547.0
86,6701.0,7148.0,7511.0,7511.0
87,6678.0,7134.0,7491.0,7491.0
88,6562.0,7036.0,7438.0,7438.0
89,6722.0,7079.0,7505.0,7505.0
90,6738.0,7137.0,7518.0,7518.0
91,6734.0,7181.0,7529.0,7529.0
92,6688.0,7123.0,7501.0,7501.0
93,6889.0,7249.0,7585.0,7585.0
94,6804.0,7248.0,7563.0,7563.0
95,6768.0,7134.0,7542.0,7542.0
96,6916.0,7279.0,7615.0,7615.0
97,6751.0,7120.0,7534.0,7534.0
98,6610.0,7096.0,7468.0,7468.0
99,6872.0,7241.0,7589.0,7589.0
100,6916.0,7279.0,7624.0,7624.0
101,6750.6138613861385,7154.811881188119,7528.742574257426,7528.742574257426
