Unnamed: 0,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
1,3260.0,3488.0,3710.0,7841.0
2,3350.0,3596.0,3749.0,7906.0
3,3349.0,3574.0,3943.0,7932.0
4,3468.0,3648.0,4008.0,7889.0
5,3260.0,3524.0,3716.0,7844.0
6,3317.0,3491.0,3734.0,7838.0
7,3443.0,3698.0,3995.0,7952.0
8,3161.0,3449.0,3659.0,7948.0
9,3355.0,3568.0,3955.0,7921.0
10,3405.0,3609.0,3978.0,7863.0
11,3347.0,3596.0,3956.0,7865.0
12,3332.0,3602.0,3950.0,7825.0
13,3479.0,3701.0,4010.0,7884.0
14,3292.0,3523.0,3931.0,7881.0
15,3315.0,3543.0,3735.0,7939.0
16,3399.0,3600.0,3978.0,7975.0
17,3371.0,3575.0,3956.0,7923.0
18,3371.0,3641.0,3971.0,7930.0
19,3291.0,3540.0,3924.0,7908.0
20,3214.0,3493.0,3685.0,7921.0
21,3388.0,3577.0,3964.0,7856.0
22,3385.0,3619.0,3970.0,7809.0
23,3273.0,3504.0,3720.0,7925.0
24,3405.0,3645.0,3975.0,7911.0
25,3287.0,3530.0,3926.0,7883.0
26,3527.0,3704.0,4034.0,7846.0
27,3299.0,3581.0,3926.0,7886.0
28,3252.0,3519.0,3705.0,7833.0
29,3395.0,3602.0,3977.0,7852.0
30,3352.0,3565.0,3751.0,7869.0
31,3202.0,3523.0,3682.0,7881.0
32,3338.0,3602.0,3950.0,7828.0
33,3472.0,3601.0,4006.0,7757.0
34,3259.0,3517.0,3709.0,7867.0
35,3303.0,3579.0,3930.0,7883.0
36,3357.0,3606.0,3759.0,7928.0
37,3347.0,3581.0,3953.0,7909.0
38,3371.0,3611.0,3962.0,7853.0
39,3374.0,3575.0,3956.0,7861.0
40,3316.0,3595.0,3934.0,7809.0
41,3488.0,3668.0,4016.0,7862.0
42,3334.0,3553.0,3742.0,7979.0
43,3384.0,3609.0,3975.0,7942.0
44,3319.0,3589.0,3940.0,7856.0
45,3353.0,3560.0,3746.0,7938.0
46,3339.0,3570.0,3744.0,7973.0
47,3345.0,3600.0,3951.0,7903.0
48,3218.0,3485.0,3686.0,7858.0
49,3219.0,3516.0,3696.0,7889.0
50,3403.0,3640.0,3976.0,7855.0
51,3338.0,3608.0,3947.0,7875.0
52,3383.0,3596.0,3962.0,7790.0
53,3222.0,3486.0,3696.0,7906.0
54,3330.0,3546.0,3744.0,7846.0
55,3328.0,3601.0,3943.0,7885.0
56,3366.0,3609.0,3957.0,7887.0
57,3360.0,3609.0,3954.0,7912.0
58,3377.0,3602.0,3965.0,7855.0
59,3374.0,3590.0,3959.0,7817.0
60,3491.0,3686.0,4016.0,7875.0
61,3219.0,3546.0,3891.0,7915.0
62,3389.0,3635.0,3980.0,7892.0
63,3344.0,3572.0,3752.0,7889.0
64,3387.0,3579.0,3966.0,7909.0
65,3330.0,3567.0,3942.0,7842.0
66,3333.0,3528.0,3933.0,7870.0
67,3341.0,3581.0,3950.0,7865.0
68,3314.0,3584.0,3935.0,7841.0
69,3431.0,3620.0,3986.0,7885.0
70,3287.0,3515.0,3716.0,7851.0
71,3339.0,3600.0,3948.0,7935.0
72,3448.0,3667.0,4003.0,7902.0
73,3382.0,3604.0,3961.0,7939.0
74,3380.0,3605.0,3965.0,7850.0
75,3357.0,3624.0,3957.0,7843.0
76,3315.0,3561.0,3729.0,7830.0
77,3269.0,3503.0,3701.0,7871.0
78,3258.0,3522.0,3909.0,7838.0
79,3335.0,3623.0,3953.0,7819.0
80,3260.0,3521.0,3707.0,7799.0
81,3264.0,3537.0,3705.0,7939.0
82,3246.0,3492.0,3702.0,7880.0
83,3327.0,3495.0,3936.0,7903.0
84,3322.0,3544.0,3934.0,7898.0
85,3340.0,3547.0,3940.0,7864.0
86,3191.0,3488.0,3674.0,7865.0
87,3310.0,3499.0,3721.0,7870.0
88,3244.0,3490.0,3703.0,7870.0
89,3207.0,3447.0,3672.0,7876.0
90,3190.0,3487.0,3679.0,7825.0
91,3411.0,3621.0,3981.0,7841.0
92,3411.0,3636.0,3984.0,7893.0
93,3263.0,3509.0,3710.0,7853.0
94,3478.0,3664.0,4015.0,7853.0
95,3390.0,3672.0,3984.0,7927.0
96,3394.0,3622.0,3976.0,7908.0
97,3224.0,3482.0,3695.0,7848.0
98,3395.0,3572.0,3968.0,7903.0
99,3389.0,3638.0,3977.0,7859.0
100,3337.78,3574.21,3877.57,7878.67
