Unnamed: 0,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
1,4161.0,4497.0,4854.0,9706.0
2,4143.0,4479.0,4833.0,9680.0
3,4053.0,4398.0,4800.0,9642.0
4,4307.0,4586.0,4922.0,9704.0
5,4259.0,4568.0,4910.0,9657.0
6,4221.0,4497.0,4875.0,9674.0
7,4061.0,4400.0,4790.0,9745.0
8,4290.0,4578.0,4914.0,9696.0
9,4030.0,4402.0,4795.0,9780.0
10,4365.0,4608.0,4953.0,9667.0
11,4208.0,4493.0,4874.0,9689.0
12,4216.0,4522.0,4876.0,9654.0
13,4102.0,4429.0,4813.0,9741.0
14,4214.0,4520.0,4868.0,9743.0
15,4032.0,4338.0,4782.0,9683.0
16,4160.0,4544.0,4856.0,9644.0
17,4274.0,4553.0,4910.0,9611.0
18,4095.0,4452.0,4821.0,9745.0
19,4165.0,4456.0,4849.0,9675.0
20,4260.0,4503.0,4887.0,9695.0
21,4156.0,4462.0,4840.0,9678.0
22,4218.0,4548.0,4884.0,9640.0
23,4268.0,4559.0,4901.0,9718.0
24,4209.0,4518.0,4872.0,9758.0
25,4148.0,4460.0,4835.0,9670.0
26,4208.0,4493.0,4874.0,9660.0
27,4030.0,4360.0,4789.0,9643.0
28,4084.0,4387.0,4813.0,9637.0
29,4205.0,4511.0,4871.0,9661.0
30,4143.0,4437.0,4851.0,9763.0
31,4220.0,4523.0,4883.0,9733.0
32,4119.0,4449.0,4827.0,9669.0
33,3962.0,4307.0,4748.0,9696.0
34,4257.0,4509.0,4893.0,9699.0
35,4083.0,4437.0,4815.0,9692.0
36,4274.0,4604.0,4907.0,9662.0
37,4216.0,4510.0,4879.0,9785.0
38,4219.0,4507.0,4882.0,9626.0
39,4106.0,4463.0,4826.0,9680.0
40,4120.0,4396.0,4828.0,9658.0
41,4243.0,4519.0,4882.0,9767.0
42,4061.0,4376.0,4802.0,9654.0
43,4150.0,4456.0,4846.0,9763.0
44,4105.0,4468.0,4822.0,9711.0
45,4288.0,4534.0,4903.0,9669.0
46,4296.0,4521.0,4914.0,9689.0
47,4119.0,4428.0,4830.0,9701.0
48,3990.0,4323.0,4764.0,9779.0
49,4199.0,4523.0,4871.0,9729.0
50,4342.0,4591.0,4930.0,9764.0
51,4135.0,4414.0,4837.0,9654.0
52,4189.0,4462.0,4858.0,9752.0
53,4198.0,4546.0,4873.0,9675.0
54,4201.0,4528.0,4870.0,9676.0
55,4262.0,4577.0,4907.0,9717.0
56,4339.0,4639.0,4939.0,9734.0
57,4183.0,4492.0,4858.0,9644.0
58,4317.0,4596.0,4926.0,9670.0
59,4269.0,4491.0,4893.0,9680.0
60,4298.0,4559.0,4913.0,9631.0
61,4460.0,4703.0,4997.0,9510.0
62,4154.0,4454.0,4847.0,9749.0
63,4161.0,4500.0,4860.0,9731.0
64,4209.0,4506.0,4878.0,9702.0
65,4163.0,4523.0,4856.0,9615.0
66,4183.0,4519.0,4864.0,9682.0
67,4098.0,4455.0,4815.0,9624.0
68,4170.0,4464.0,4848.0,9571.0
69,4198.0,4459.0,4855.0,9731.0
70,4125.0,4398.0,4824.0,9705.0
71,4224.0,4515.0,4878.0,9661.0
72,4314.0,4572.0,4932.0,9712.0
73,4070.0,4436.0,4802.0,9732.0
74,4194.0,4530.0,4884.0,9637.0
75,4162.0,4483.0,4861.0,9660.0
76,4385.0,4619.0,4958.0,9659.0
77,4007.0,4349.0,4763.0,9621.0
78,4263.0,4554.0,4905.0,9709.0
79,4463.0,4613.0,4997.0,9662.0
80,4097.0,4385.0,4811.0,9632.0
81,4163.0,4523.0,4856.0,9700.0
82,4227.0,4551.0,4878.0,9730.0
83,4178.0,4472.0,4853.0,9710.0
84,4340.0,4607.0,4940.0,9632.0
85,4166.0,4517.0,4853.0,9583.0
86,4248.0,4521.0,4899.0,9705.0
87,4155.0,4509.0,4848.0,9678.0
88,4151.0,4490.0,4853.0,9595.0
89,4176.0,4479.0,4854.0,9629.0
90,4053.0,4353.0,4791.0,9724.0
91,4076.0,4421.0,4805.0,9684.0
92,4179.0,4458.0,4857.0,9738.0
93,4236.0,4497.0,4881.0,9738.0
94,4096.0,4447.0,4813.0,9615.0
95,4384.0,4648.0,4963.0,9718.0
96,4233.0,4488.0,4875.0,9668.0
97,4209.0,4536.0,4875.0,9712.0
98,4306.0,4540.0,4918.0,9613.0
99,4123.0,4474.0,4849.0,9696.0
100,4189.76,4492.76,4863.62,9684.11
