Unnamed: 0,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
1,3396.0,3735.0,3930.0,8437.0
2,3493.0,3769.0,3970.0,8477.0
3,3728.0,3959.0,4304.0,8550.0
4,3817.0,4033.0,4345.0,8488.0
5,3550.0,3838.0,4216.0,8587.0
6,3823.0,4033.0,4342.0,8457.0
7,3671.0,3926.0,4274.0,8498.0
8,3547.0,3823.0,4219.0,8474.0
9,3481.0,3802.0,4186.0,8458.0
10,3640.0,3919.0,4264.0,8524.0
11,3539.0,3791.0,3995.0,8556.0
12,3705.0,3924.0,4290.0,8462.0
13,3522.0,3807.0,4203.0,8419.0
14,3465.0,3726.0,4167.0,8441.0
15,3569.0,3857.0,4223.0,8581.0
16,3663.0,3909.0,4275.0,8506.0
17,3677.0,3962.0,4289.0,8553.0
18,3662.0,3905.0,4262.0,8368.0
19,3687.0,3939.0,4284.0,8527.0
20,3618.0,3921.0,4242.0,8429.0
21,3663.0,3891.0,4278.0,8512.0
22,3690.0,3942.0,4281.0,8499.0
23,3440.0,3767.0,3956.0,8477.0
24,3602.0,3875.0,4238.0,8464.0
25,3621.0,3879.0,4239.0,8387.0
26,3475.0,3748.0,3970.0,8475.0
27,3402.0,3705.0,3921.0,8444.0
28,3603.0,3885.0,4239.0,8544.0
29,3552.0,3855.0,4221.0,8501.0
30,3470.0,3785.0,4175.0,8461.0
31,3636.0,3894.0,4263.0,8525.0
32,3717.0,3951.0,4293.0,8438.0
33,3717.0,3960.0,4287.0,8511.0
34,3714.0,3957.0,4296.0,8534.0
35,3612.0,3864.0,4242.0,8454.0
36,3724.0,4000.0,4303.0,8479.0
37,3613.0,3832.0,4024.0,8485.0
38,3716.0,4016.0,4301.0,8483.0
39,3768.0,3990.0,4317.0,8539.0
40,3611.0,3872.0,4244.0,8526.0
41,3612.0,3945.0,4254.0,8469.0
42,3677.0,3938.0,4283.0,8447.0
43,3566.0,3866.0,4229.0,8416.0
44,3528.0,3759.0,4203.0,8467.0
45,3611.0,3899.0,4250.0,8490.0
46,3513.0,3801.0,4194.0,8409.0
47,3706.0,3925.0,4291.0,8517.0
48,3601.0,3829.0,4240.0,8483.0
49,3609.0,3855.0,4239.0,8544.0
50,3797.0,3956.0,4334.0,8530.0
51,3566.0,3827.0,4223.0,8425.0
52,3573.0,3897.0,4227.0,8502.0
53,3633.0,3864.0,4251.0,8457.0
54,3598.0,3829.0,4243.0,8509.0
55,3446.0,3752.0,3953.0,8488.0
56,3502.0,3790.0,4192.0,8485.0
57,3691.0,3934.0,4285.0,8480.0
58,3689.0,3941.0,4286.0,8454.0
59,3458.0,3785.0,4166.0,8464.0
60,3601.0,3859.0,4243.0,8487.0
61,3663.0,3927.0,4275.0,8538.0
62,3655.0,3943.0,4267.0,8507.0
63,3614.0,3854.0,4241.0,8481.0
64,3777.0,3978.0,4329.0,8448.0
65,3548.0,3773.0,4214.0,8432.0
66,3534.0,3795.0,4203.0,8459.0
67,3367.0,3670.0,3913.0,8469.0
68,3524.0,3821.0,4205.0,8560.0
69,3567.0,3852.0,4221.0,8631.0
70,3779.0,3986.0,4313.0,8461.0
71,3697.0,3958.0,4285.0,8503.0
72,3735.0,3960.0,4305.0,8464.0
73,3581.0,3887.0,4232.0,8480.0
74,3692.0,3890.0,4283.0,8470.0
75,3475.0,3736.0,3964.0,8524.0
76,3767.0,3965.0,4313.0,8445.0
77,3700.0,3964.0,4291.0,8475.0
78,3561.0,3864.0,4224.0,8416.0
79,3566.0,3839.0,4220.0,8578.0
80,3671.0,3956.0,4274.0,8546.0
81,3723.0,3957.0,4302.0,8451.0
82,3620.0,3878.0,4241.0,8415.0
83,3483.0,3801.0,4185.0,8470.0
84,3554.0,3797.0,4208.0,8400.0
85,3677.0,3938.0,4277.0,8493.0
86,3651.0,3849.0,4254.0,8451.0
87,3699.0,3945.0,4284.0,8431.0
88,3530.0,3806.0,3989.0,8532.0
89,3615.0,3888.0,4251.0,8501.0
90,3695.0,3938.0,4289.0,8492.0
91,3743.0,3962.0,4307.0,8471.0
92,3620.0,3869.0,4253.0,8526.0
93,3631.0,3850.0,4255.0,8578.0
94,3714.0,3969.0,4296.0,8481.0
95,3514.0,3805.0,4204.0,8519.0
96,3485.0,3800.0,4184.0,8477.0
97,3545.0,3797.0,4211.0,8508.0
98,3657.0,3900.0,4254.0,8535.0
99,3611.0,3887.0,4247.0,8443.0
100,3612.92,3875.03,4221.89,8486.49
